警察署,番号,事故内容,死者数,負傷者数,路線コード,市区町コード,市区町,発生年月日,発生時間,昼夜間_夜,曜日,天候,路面状態,道路形状,信号機,道路線形,事故類型,年齢(当事者1),年齢(当事者2),当事者種別(当事者1),当事者種別(当事者2),中央分離施設,緯度（北緯）,経度（東経）
兵庫,94,負傷,0,2,４２８号,105,神戸市兵庫区,20240327,21 ,夜間_夜,水,晴,乾燥,交差点付近(その他),点灯(３灯式),直線(平坦),車両相互,75歳以上,25～34歳以下,乗用車(普通車),乗用車(普通車),中央分離帯,34.68092806,135.1723311
兵庫,95,負傷,0,1,２号,105,神戸市兵庫区,20240403,10 ,昼間_昼,水,雨,湿潤,交差点付近(その他),施設なし,直線(平坦),車両相互,45～54歳以下,25～34歳以下,貨物車(軽自動車),貨物車(軽自動車),中央分離帯,34.66979694,135.1713019
兵庫,96,負傷,0,1,一般市道,105,神戸市兵庫区,20240403,9 ,昼間_昼,水,雨,湿潤,交差点(その他),施設なし,直線(平坦),車両相互,75歳以上,0～24歳以下,乗用車(ミニカー),軽車両(自転車),中央分離なし,34.67501,135.1770489
兵庫,97,負傷,0,1,一般市道,105,神戸市兵庫区,20240318,11 ,昼間_昼,月,晴,乾燥,単路(その他),施設なし,直線(平坦),車両相互,55～64歳以下,55～64歳以下,貨物車(準中型車),軽車両(自転車),中央分離なし,34.68257,135.1631481
兵庫,99,負傷,0,1,湊町線,105,神戸市兵庫区,20240407,16 ,昼間_昼,日,曇,乾燥,交差点(その他),点灯(３灯式),直線(平坦),人対車両,65～74歳以下,25～34歳以下,乗用車(普通車),歩行者等,中央分離なし,34.68221,135.162805
兵庫,101,負傷,0,1,中央幹線,105,神戸市兵庫区,20240411,4 ,夜間_明,木,晴,乾燥,交差点(その他),点灯(３灯式),直線(平坦),車両相互,0～24歳以下,55～64歳以下,軽車両(自転車),貨物車(普通車),中央分離なし,34.67283889,135.164455
兵庫,102,負傷,0,1,山手幹線（神戸市）,105,神戸市兵庫区,20240411,8 ,昼間_昼,木,晴,乾燥,交差点(その他),施設なし,直線(平坦),車両相互,75歳以上,25～34歳以下,貨物車(軽自動車),軽車両(自転車),中央分離帯,34.67538306,135.1611811
兵庫,103,負傷,0,2,湊町線,105,神戸市兵庫区,20240411,8 ,昼間_昼,木,晴,乾燥,交差点付近(その他),施設なし,直線(平坦),車両相互,45～54歳以下,35～44歳以下,乗用車(普通車),二輪車(一般原付自転車),中央線(ペイント),34.68061,135.1646069
兵庫,105,負傷,0,1,一般市道,105,神戸市兵庫区,20240413,17 ,昼間_暮,土,晴,乾燥,交差点(その他),点灯(３灯式),直線(平坦),車両相互,45～54歳以下,0～24歳以下,乗用車(軽自動車),二輪車(251cc以上),中央分離なし,34.67018111,135.1628219
兵庫,106,負傷,0,1,山手幹線（神戸市）,105,神戸市兵庫区,20240414,13 ,昼間_昼,日,晴,乾燥,交差点付近(その他),施設なし,直線(平坦),車両相互,75歳以上,55～64歳以下,乗用車(普通車),二輪車(751cc以上),中央線(ペイント),34.67930889,135.1671869
兵庫,107,負傷,0,1,中央幹線,105,神戸市兵庫区,20240418,15 ,昼間_昼,木,晴,乾燥,交差点付近(その他),施設なし,直線(平坦),車両相互,55～64歳以下,25～34歳以下,乗用車(普通車),二輪車(一般原付自転車),中央分離帯,34.67250694,135.1634069
兵庫,108,負傷,0,2,山手幹線（神戸市）,105,神戸市兵庫区,20240419,13 ,昼間_昼,金,晴,乾燥,交差点(その他),点灯(３灯式),直線(平坦),人対車両,不明・単独事故,0～24歳以下,対象外当事者,歩行者等,中央分離なし,34.67756306,135.1646361
兵庫,109,負傷,0,1,４２８号,105,神戸市兵庫区,20240419,18 ,昼間_暮,金,晴,乾燥,単路(カーブ・屈折),施設なし,カーブ・屈折(左・下り),車両相互,0～24歳以下,55～64歳以下,乗用車(普通車),乗用車(普通車),中央線(ペイント),34.69789194,135.1641419
兵庫,110,負傷,0,1,一般市道,105,神戸市兵庫区,20240421,16 ,昼間_昼,日,雨,湿潤,交差点(その他),施設なし,直線(平坦),車両相互,25～34歳以下,25～34歳以下,乗用車(普通車),軽車両(自転車),中央分離なし,34.67759306,135.1661789
兵庫,111,負傷,0,1,一般市道,105,神戸市兵庫区,20240421,20 ,夜間_夜,日,雨,湿潤,交差点(その他),施設なし,直線(平坦),車両相互,不明・単独事故,45～54歳以下,対象外当事者,軽車両(駆動補助機付自転車),中央分離なし,34.6754,135.1629469
兵庫,112,負傷,0,1,湊町線,105,神戸市兵庫区,20240422,12 ,昼間_昼,月,晴,乾燥,交差点(その他),点滅(１灯式),直線(平坦),車両相互,55～64歳以下,55～64歳以下,乗用車(軽自動車),二輪車(原付二種),中央分離なし,34.67499111,135.1724119
兵庫,113,負傷,0,1,夢野白川線,105,神戸市兵庫区,20240420,16 ,昼間_昼,土,曇,乾燥,交差点付近(その他),点灯(３灯式),直線(下り),車両相互,65～74歳以下,45～54歳以下,乗用車(普通車),二輪車(原付二種),中央分離帯,34.68051194,135.1527719
兵庫,114,負傷,0,2,２号,105,神戸市兵庫区,20240423,11 ,昼間_昼,火,曇,乾燥,交差点(その他),点灯(３灯式),直線(平坦),車両相互,35～44歳以下,35～44歳以下,乗用車(普通車),軽車両(自転車),中央分離なし,34.66838889,135.1687969
兵庫,115,負傷,0,1,一般市道,105,神戸市兵庫区,20240424,2 ,夜間_夜,水,晴,乾燥,交差点(その他),点灯(３灯式),直線(平坦),車両相互,不明・単独事故,55～64歳以下,対象外当事者,軽車両(自転車),中央分離なし,34.66988889,135.1673169
兵庫,116,負傷,0,1,中央幹線,105,神戸市兵庫区,20240424,17 ,昼間_昼,水,雨,湿潤,交差点付近(その他),施設なし,直線(平坦),車両相互,25～34歳以下,35～44歳以下,乗用車(普通車),乗用車(普通車),中央分離帯,34.67783611,135.1721561
兵庫,117,負傷,0,1,山手幹線（神戸市）,105,神戸市兵庫区,20240424,22 ,夜間_夜,水,曇,乾燥,交差点(その他),点灯(３灯式),直線(平坦),車両相互,25～34歳以下,65～74歳以下,乗用車(普通車),軽車両(自転車),中央分離なし,34.67898806,135.1665381
兵庫,118,負傷,0,1,一般市道,105,神戸市兵庫区,20240425,2 ,夜間_夜,木,曇,湿潤,交差点(その他),施設なし,直線(平坦),人対車両,45～54歳以下,35～44歳以下,乗用車(普通車),歩行者等,中央分離なし,34.67474806,135.1762531
兵庫,119,負傷,0,1,山麓線,105,神戸市兵庫区,20240425,8 ,昼間_昼,木,晴,乾燥,交差点(その他),施設なし,直線(平坦),車両相互,45～54歳以下,45～54歳以下,乗用車(普通車),二輪車(原付二種),中央線(ペイント),34.69253611,135.1748661
兵庫,121,負傷,0,1,中央幹線,105,神戸市兵庫区,20240426,15 ,昼間_昼,金,晴,乾燥,交差点(その他),点灯(３灯式),直線(平坦),車両相互,45～54歳以下,35～44歳以下,乗用車(普通車),二輪車(原付二種),中央分離なし,34.67602806,135.1695261
兵庫,122,負傷,0,1,一般市道,105,神戸市兵庫区,20240427,16 ,昼間_昼,土,晴,乾燥,交差点(その他),点灯(３灯式),直線(平坦),車両相互,25～34歳以下,0～24歳以下,乗用車(普通車),軽車両(自転車),中央分離なし,34.66745889,135.1692119
兵庫,123,負傷,0,1,２号,105,神戸市兵庫区,20240427,16 ,昼間_昼,土,晴,乾燥,交差点(その他),点灯(３灯式),直線(平坦),車両相互,不明・単独事故,75歳以上,対象外当事者,乗用車(普通車),中央分離なし,34.668175,135.1686911
兵庫,124,負傷,0,1,２号,105,神戸市兵庫区,20240427,17 ,昼間_昼,土,晴,乾燥,交差点付近(その他),施設なし,直線(平坦),車両相互,0～24歳以下,45～54歳以下,乗用車(軽自動車),乗用車(普通車),中央分離なし,34.66908889,135.1700369
兵庫,125,負傷,0,1,山麓線,105,神戸市兵庫区,20240430,10 ,昼間_昼,火,曇,乾燥,交差点(その他),点灯(３灯式),直線(平坦),車両相互,55～64歳以下,25～34歳以下,乗用車(普通車),貨物車(軽自動車),中央分離なし,34.68024389,135.1527711
兵庫,128,負傷,0,1,湊町線,105,神戸市兵庫区,20231211,13 ,昼間_昼,月,晴,乾燥,交差点付近(その他),点灯(３灯式),直線(平坦),人対車両,65～74歳以下,55～64歳以下,軽車両(自転車),歩行者等,中央線(ペイント),34.68192806,135.163295
兵庫,129,負傷,0,1,一般市道,105,神戸市兵庫区,20240505,18 ,昼間_暮,日,晴,乾燥,単路(その他),施設なし,直線(平坦),車両相互,0～24歳以下,65～74歳以下,軽車両(自転車),軽車両(自転車),中央分離なし,34.67696611,135.1714889
兵庫,130,負傷,0,1,一般市道,105,神戸市兵庫区,20240506,13 ,昼間_昼,月,曇,乾燥,交差点付近(その他),施設なし,直線(平坦),車両相互,75歳以上,55～64歳以下,貨物車(軽自動車),軽車両(自転車),中央線(ペイント),34.66966694,135.1725711
兵庫,131,負傷,0,1,一般市道,105,神戸市兵庫区,20240422,16 ,昼間_昼,月,曇,乾燥,交差点付近(その他),点灯(３灯式),直線(平坦),車両相互,65～74歳以下,55～64歳以下,貨物車(軽自動車),乗用車(普通車),中央分離帯,34.68359611,135.1672461
兵庫,132,負傷,0,1,中央幹線,105,神戸市兵庫区,20240508,19 ,夜間_暮,水,晴,乾燥,交差点(その他),点灯(３灯式),直線(平坦),車両相互,25～34歳以下,0～24歳以下,乗用車(普通車),二輪車(軽二輪),中央分離なし,34.67619806,135.1693669
兵庫,133,負傷,0,1,中央幹線,105,神戸市兵庫区,20240504,8 ,昼間_昼,土,晴,乾燥,交差点付近(その他),施設なし,直線(平坦),車両相互,55～64歳以下,65～74歳以下,乗用車(普通車),乗用車(普通車),中央分離帯,34.67766194,135.1712989
兵庫,134,負傷,0,1,一般市道,105,神戸市兵庫区,20240510,8 ,昼間_昼,金,晴,乾燥,単路(トンネル),施設なし,直線(平坦),車両相互,25～34歳以下,65～74歳以下,貨物車(軽自動車),二輪車(原付二種),中央線(ペイント),34.66807194,135.1745769
兵庫,135,負傷,0,1,一般交通の場所,105,神戸市兵庫区,20231109,12 ,昼間_昼,木,晴,乾燥,一般交通の場所,施設なし,一般交通の場所,車両単独,75歳以上,不明・単独事故,軽車両(自転車),相手なし,一般交通の場所,34.66694611,135.1595569
兵庫,136,負傷,0,1,布引鵯線,105,神戸市兵庫区,20240501,7 ,昼間_昼,水,雨,湿潤,交差点付近(その他),施設なし,直線(平坦),車両相互,35～44歳以下,55～64歳以下,貨物車(準中型車),乗用車(普通車),中央分離帯,34.69914361,135.1650033
兵庫,137,負傷,0,1,４２８号,105,神戸市兵庫区,20240506,10 ,昼間_昼,月,雨,湿潤,交差点(その他),点灯(３灯式),直線(平坦),車両相互,75歳以上,25～34歳以下,二輪車(一般原付自転車),乗用車(普通車),中央分離なし,34.68785194,135.1684919
兵庫,138,負傷,0,1,一般市道,105,神戸市兵庫区,20240511,9 ,昼間_昼,土,晴,乾燥,交差点(その他),施設なし,直線(平坦),車両相互,0～24歳以下,65～74歳以下,軽車両(自転車),乗用車(普通車),中央分離なし,34.67684889,135.1739219
兵庫,139,負傷,0,1,布引鵯線,105,神戸市兵庫区,20240511,11 ,昼間_昼,土,晴,乾燥,交差点付近(その他),施設なし,直線(平坦),車両相互,45～54歳以下,25～34歳以下,貨物車(大型車),貨物車(普通車),中央分離帯,34.69913194,135.1649619
兵庫,142,負傷,0,1,山麓線,105,神戸市兵庫区,20240519,10 ,昼間_昼,日,雨,湿潤,交差点(その他),施設なし,直線(平坦),車両相互,75歳以上,35～44歳以下,乗用車(普通車),二輪車(一般原付自転車),中央線(ペイント),34.68182111,135.1550081
兵庫,143,負傷,0,1,４２８号,105,神戸市兵庫区,20240519,14 ,昼間_昼,日,雨,湿潤,交差点付近(その他),点灯(歩車分離式),直線(平坦),車両相互,35～44歳以下,55～64歳以下,乗用車(普通車),乗用車(軽自動車),中央分離帯,34.68738389,135.1689011
兵庫,144,負傷,0,1,山麓線,105,神戸市兵庫区,20240519,13 ,昼間_昼,日,雨,湿潤,交差点付近(その他),点灯(３灯式),直線(平坦),車両相互,25～34歳以下,35～44歳以下,乗用車(普通車),二輪車(軽二輪),中央線(ペイント),34.69083694,135.1688561
兵庫,145,負傷,0,1,湊町線,105,神戸市兵庫区,20240520,6 ,昼間_昼,月,晴,乾燥,交差点付近(その他),点灯(３灯式),直線(平坦),車両相互,55～64歳以下,45～54歳以下,貨物車(大型車),乗用車(軽自動車),中央分離帯,34.67396111,135.1738839
兵庫,146,負傷,0,1,一般市道,105,神戸市兵庫区,20240511,10 ,昼間_昼,土,晴,乾燥,交差点付近(その他),点灯(３灯式),直線(平坦),車両相互,75歳以上,45～54歳以下,軽車両(自転車),軽車両(自転車),中央分離なし,34.68589194,135.1646869
兵庫,147,負傷,0,1,湊町線,105,神戸市兵庫区,20240415,16 ,昼間_昼,月,曇,乾燥,交差点付近(その他),施設なし,直線(平坦),車両単独,65～74歳以下,不明・単独事故,二輪車(一般原付自転車),相手なし,中央分離なし,34.681,135.1639
兵庫,148,負傷,0,1,一般市道,105,神戸市兵庫区,20240523,10 ,昼間_昼,木,曇,乾燥,交差点付近(その他),施設なし,直線(平坦),車両相互,55～64歳以下,45～54歳以下,乗用車(普通車),乗用車(普通車),中央線(ペイント),34.66022611,135.1753761
兵庫,149,負傷,0,2,高松線,105,神戸市兵庫区,20240523,12 ,昼間_昼,木,曇,乾燥,交差点付近(その他),点灯(３灯式),直線(平坦),車両相互,55～64歳以下,75歳以上,乗用車(普通車),乗用車(軽自動車),中央線(高輝度標示),34.66446389,135.1757181
兵庫,150,負傷,0,1,中央幹線,105,神戸市兵庫区,20240524,22 ,夜間_夜,金,晴,乾燥,交差点(その他),点灯(３灯式),直線(平坦),車両相互,55～64歳以下,45～54歳以下,乗用車(軽自動車),軽車両(自転車),中央分離なし,34.67625694,135.1692719
兵庫,151,負傷,0,1,湊町線,105,神戸市兵庫区,20240524,14 ,昼間_昼,金,晴,乾燥,交差点(その他),施設なし,直線(平坦),車両相互,55～64歳以下,25～34歳以下,乗用車(普通車),二輪車(原付二種),中央線(ペイント),34.68099111,135.1641581
兵庫,153,負傷,0,1,４２８号,105,神戸市兵庫区,20240527,11 ,昼間_昼,月,曇,湿潤,交差点付近(その他),点灯(３灯式),直線(下り),車両相互,45～54歳以下,55～64歳以下,乗用車(普通車),乗用車(普通車),中央線(ペイント),34.70658694,135.1610711
兵庫,154,負傷,0,1,湊町線,105,神戸市兵庫区,20240529,8 ,昼間_昼,水,晴,乾燥,交差点(その他),施設なし,直線(平坦),車両相互,75歳以上,55～64歳以下,軽車両(自転車),貨物車(普通車),中央分離なし,34.68100389,135.16393
兵庫,155,負傷,0,1,２号,105,神戸市兵庫区,20240529,16 ,昼間_昼,水,晴,乾燥,交差点(その他),施設なし,直線(平坦),車両相互,75歳以上,45～54歳以下,乗用車(普通車),軽車両(自転車),中央分離帯,34.67,135.1714969
兵庫,156,負傷,0,2,一般市道,105,神戸市兵庫区,20240530,8 ,昼間_昼,木,晴,乾燥,交差点付近(その他),施設なし,直線(平坦),車両相互,55～64歳以下,25～34歳以下,貨物車(準中型車),乗用車(普通車),中央分離なし,34.67006889,135.1657339
兵庫,157,負傷,0,1,中央幹線,105,神戸市兵庫区,20240530,16 ,昼間_昼,木,晴,乾燥,交差点付近(その他),点灯(３灯式),直線(平坦),車両相互,不明・単独事故,35～44歳以下,対象外当事者,軽車両(自転車),中央分離なし,34.67765806,135.1711481
兵庫,158,負傷,0,1,一般市道,105,神戸市兵庫区,20240531,7 ,昼間_昼,金,雨,湿潤,交差点(その他),施設なし,直線(平坦),車両相互,75歳以上,35～44歳以下,乗用車(軽自動車),軽車両(自転車),中央分離なし,34.67790111,135.1622389
兵庫,159,負傷,0,1,一般市道,105,神戸市兵庫区,20240601,22 ,夜間_夜,土,晴,乾燥,交差点(その他),施設なし,直線(平坦),車両相互,35～44歳以下,0～24歳以下,乗用車(軽自動車),軽車両(自転車),中央分離なし,34.68542806,135.1617381
兵庫,160,負傷,0,1,中央幹線,105,神戸市兵庫区,20240601,11 ,昼間_昼,土,晴,乾燥,交差点(その他),施設なし,直線(平坦),車両相互,75歳以上,75歳以上,乗用車(軽自動車),軽車両(自転車),中央分離帯,34.67223111,135.1636581
兵庫,161,負傷,0,1,４２８号,105,神戸市兵庫区,20240602,22 ,夜間_夜,日,晴,乾燥,交差点(その他),点灯(３灯式),直線(平坦),車両相互,0～24歳以下,55～64歳以下,乗用車(普通車),軽車両(自転車),中央分離なし,34.67934389,135.1739439
兵庫,162,負傷,0,1,山麓線,105,神戸市兵庫区,20240605,6 ,昼間_昼,水,晴,乾燥,交差点付近(その他),点灯(３灯式),カーブ・屈折(左・下り),車両相互,45～54歳以下,0～24歳以下,貨物車(大型車),乗用車(普通車),中央分離なし,34.68086111,135.1548219
兵庫,163,負傷,0,1,２号,105,神戸市兵庫区,20240605,17 ,昼間_昼,水,晴,乾燥,交差点(その他),点灯(３灯式),直線(平坦),車両相互,55～64歳以下,0～24歳以下,乗用車(普通車),軽車両(自転車),中央分離なし,34.66835889,135.1684039
兵庫,164,負傷,0,1,高松線,105,神戸市兵庫区,20240607,8 ,昼間_昼,金,晴,乾燥,交差点付近(その他),点灯(３灯式),カーブ・屈折(左・平坦),車両相互,55～64歳以下,75歳以上,乗用車(軽自動車),二輪車(原付二種),中央分離帯,34.65920889,135.1770131
兵庫,165,負傷,0,1,一般交通の場所,105,神戸市兵庫区,20240607,11 ,昼間_昼,金,晴,乾燥,一般交通の場所,施設なし,一般交通の場所,人対車両,75歳以上,75歳以上,乗用車(普通車),歩行者等,一般交通の場所,34.65904806,135.1691989
兵庫,166,負傷,0,1,中央幹線,105,神戸市兵庫区,20240608,17 ,昼間_昼,土,晴,乾燥,交差点(その他),点灯(３灯式),直線(平坦),車両相互,75歳以上,0～24歳以下,乗用車(普通車),軽車両(自転車),中央分離なし,34.67315611,135.1644211
兵庫,167,負傷,0,1,一般市道,105,神戸市兵庫区,20240609,22 ,夜間_夜,日,雨,湿潤,交差点(その他),施設なし,直線(平坦),車両相互,65～74歳以下,35～44歳以下,乗用車(普通車),貨物車(軽自動車),中央分離なし,34.66251111,135.163625
兵庫,168,負傷,0,1,港湾道,105,神戸市兵庫区,20240607,7 ,昼間_昼,金,晴,乾燥,単路(その他),施設なし,直線(平坦),車両相互,65～74歳以下,35～44歳以下,貨物車(大型車),特殊車(小型・その他),中央分離なし,34.66438861,135.1778989
兵庫,169,負傷,0,1,湊町線,105,神戸市兵庫区,20240610,19 ,夜間_暮,月,晴,乾燥,交差点付近(その他),点灯(３灯式),直線(平坦),車両相互,65～74歳以下,35～44歳以下,乗用車(普通車),二輪車(原付二種),中央線(ペイント),34.68141111,135.1636539
兵庫,170,負傷,0,1,一般市道,105,神戸市兵庫区,20240611,9 ,昼間_昼,火,晴,乾燥,交差点(その他),施設なし,直線(平坦),車両相互,55～64歳以下,25～34歳以下,乗用車(普通車),二輪車(一般原付自転車),中央分離なし,34.67484806,135.1652781
兵庫,171,負傷,0,1,一般市道,105,神戸市兵庫区,20240611,13 ,昼間_昼,火,晴,乾燥,交差点付近(その他),施設なし,直線(平坦),車両相互,25～34歳以下,75歳以上,乗用車(軽自動車),二輪車(一般原付自転車),中央分離なし,34.67496389,135.1784211
兵庫,172,負傷,0,1,湊町線,105,神戸市兵庫区,20240611,15 ,昼間_昼,火,晴,乾燥,交差点付近(その他),点灯(３灯式),直線(平坦),車両相互,65～74歳以下,25～34歳以下,貨物車(軽自動車),二輪車(251cc以上),中央分離帯,34.67638194,135.1693161
兵庫,175,負傷,0,1,中央幹線,105,神戸市兵庫区,20240613,19 ,昼間_暮,木,晴,乾燥,交差点(その他),点灯(３灯式),直線(平坦),車両相互,35～44歳以下,0～24歳以下,乗用車(普通車),二輪車(軽二輪),中央分離なし,34.67602611,135.1695089
兵庫,176,負傷,0,1,一般市道,105,神戸市兵庫区,20240614,12 ,昼間_昼,金,晴,乾燥,交差点付近(その他),点灯(３灯式),直線(平坦),車両相互,0～24歳以下,75歳以上,軽車両(自転車),軽車両(自転車),中央分離なし,34.66973667,135.1676969
兵庫,177,負傷,0,1,山手幹線（神戸市）,105,神戸市兵庫区,20240529,19 ,夜間_暮,水,晴,乾燥,交差点(その他),点灯(３灯式),直線(平坦),車両相互,0～24歳以下,55～64歳以下,軽車両(自転車),二輪車(原付二種),中央分離なし,34.67392083,135.1590206
兵庫,178,負傷,0,1,山手幹線（神戸市）,105,神戸市兵庫区,20240615,14 ,昼間_昼,土,晴,乾燥,交差点(その他),点灯(３灯式),直線(平坦),車両相互,55～64歳以下,45～54歳以下,乗用車(普通車),軽車両(駆動補助機付自転車),中央分離なし,34.67862611,135.1665031
兵庫,179,負傷,0,1,一般市道,105,神戸市兵庫区,20240615,16 ,昼間_昼,土,晴,乾燥,交差点(その他),施設なし,直線(平坦),車両相互,65～74歳以下,45～54歳以下,貨物車(軽自動車),軽車両(自転車),中央分離なし,34.67599389,135.1659189
兵庫,180,負傷,0,1,山麓線,105,神戸市兵庫区,20240615,21 ,夜間_夜,土,曇,湿潤,交差点付近(その他),点灯(３灯式),直線(平坦),車両相互,25～34歳以下,25～34歳以下,乗用車(普通車),乗用車(普通車),中央線(ペイント),34.69087611,135.1687811
兵庫,181,負傷,0,1,一般市道,105,神戸市兵庫区,20240612,12 ,昼間_昼,水,晴,乾燥,交差点(その他),施設なし,直線(平坦),車両相互,65～74歳以下,0～24歳以下,貨物車(軽自動車),軽車両(自転車),中央分離なし,34.67536694,135.1668
兵庫,182,負傷,0,3,一般市道,105,神戸市兵庫区,20240616,22 ,夜間_夜,日,晴,乾燥,交差点(その他),点滅(１灯式),直線(平坦),車両相互,25～34歳以下,0～24歳以下,乗用車(普通車),乗用車(軽自動車),中央分離なし,34.67266306,135.1620361
兵庫,183,負傷,0,1,２号,105,神戸市兵庫区,20240613,0 ,夜間_夜,木,晴,乾燥,交差点(その他),点灯(３灯式),直線(平坦),車両相互,35～44歳以下,45～54歳以下,貨物車(普通車),貨物車(大型車),中央分離なし,34.66824306,135.1686739
兵庫,184,負傷,0,1,２号,105,神戸市兵庫区,20240617,16 ,昼間_昼,月,曇,乾燥,交差点(その他),点灯(３灯式),直線(平坦),車両相互,0～24歳以下,0～24歳以下,貨物車(普通車),軽車両(自転車),中央分離なし,34.66833028,135.1684442
兵庫,185,負傷,0,1,一般市道,105,神戸市兵庫区,20240619,8 ,昼間_昼,水,晴,乾燥,交差点(その他),点灯(３灯式),直線(平坦),車両相互,35～44歳以下,25～34歳以下,乗用車(軽自動車),二輪車(原付二種),中央分離なし,34.66359111,135.1664089
兵庫,186,負傷,0,1,山麓線,105,神戸市兵庫区,20240618,11 ,昼間_昼,火,曇,乾燥,交差点(その他),施設なし,直線(平坦),車両相互,25～34歳以下,25～34歳以下,貨物車(軽自動車),軽車両(自転車),中央分離なし,34.690275,135.1671211
兵庫,187,負傷,0,1,一般市道,105,神戸市兵庫区,20240618,16 ,昼間_昼,火,晴,乾燥,交差点(その他),施設なし,直線(平坦),車両相互,65～74歳以下,55～64歳以下,乗用車(軽自動車),乗用車(軽自動車),中央分離なし,34.66013583,135.1634
兵庫,189,負傷,0,1,一般市道,105,神戸市兵庫区,20240622,12 ,昼間_昼,土,曇,乾燥,交差点(その他),施設なし,直線(平坦),車両相互,0～24歳以下,55～64歳以下,軽車両(自転車),乗用車(普通車),中央分離なし,34.67454,135.1770981
兵庫,190,負傷,0,1,一般市道,105,神戸市兵庫区,20240618,6 ,昼間_昼,火,雨,湿潤,一般交通の場所,施設なし,一般交通の場所,車両相互,55～64歳以下,0～24歳以下,乗用車(普通車),軽車両(自転車),一般交通の場所,34.67439917,135.1792447
兵庫,191,負傷,0,1,一般市道,105,神戸市兵庫区,20240620,15 ,昼間_昼,木,晴,乾燥,交差点(その他),施設なし,直線(平坦),車両相互,55～64歳以下,65～74歳以下,乗用車(普通車),軽車両(自転車),中央分離帯,34.667025,135.1721661
兵庫,192,負傷,0,1,山麓線,105,神戸市兵庫区,20240626,22 ,夜間_夜,水,晴,乾燥,交差点(その他),点灯(３灯式),直線(平坦),人対車両,75歳以上,0～24歳以下,乗用車(普通車),歩行者等,中央分離なし,34.68035,135.1526881
兵庫,193,負傷,0,1,２号,105,神戸市兵庫区,20240627,9 ,昼間_昼,木,晴,乾燥,交差点(その他),点灯(歩車分離式),直線(平坦),人対車両,45～54歳以下,75歳以上,乗用車(軽自動車),歩行者等,中央分離なし,34.67203806,135.1756819
兵庫,195,負傷,0,1,４２８号,105,神戸市兵庫区,20240627,18 ,昼間_暮,木,曇,乾燥,交差点(その他),点灯(３灯式),直線(平坦),人対車両,25～34歳以下,0～24歳以下,軽車両(自転車),歩行者等,中央分離なし,34.69026889,135.1675319
兵庫,196,負傷,0,1,一般市道,105,神戸市兵庫区,20240628,8 ,昼間_昼,金,雨,湿潤,交差点(その他),施設なし,直線(平坦),車両相互,75歳以上,45～54歳以下,乗用車(普通車),貨物車(軽自動車),中央分離なし,34.68430306,135.1596939
兵庫,197,負傷,0,1,一般市道,105,神戸市兵庫区,20240628,8 ,昼間_昼,金,雨,湿潤,交差点(その他),施設なし,直線(平坦),車両相互,35～44歳以下,0～24歳以下,貨物車(普通車),軽車両(自転車),中央分離なし,34.66799556,135.1667172
兵庫,198,負傷,0,1,夢野白川線,105,神戸市兵庫区,20240628,10 ,昼間_昼,金,雨,湿潤,単路(カーブ・屈折),施設なし,カーブ・屈折(左・平坦),車両相互,25～34歳以下,55～64歳以下,貨物車(普通車),乗用車(普通車),中央線(ペイント),34.69053306,135.1464739
兵庫,199,負傷,0,1,夢野白川線,105,神戸市兵庫区,20240701,13 ,昼間_昼,月,雨,湿潤,単路(カーブ・屈折),施設なし,カーブ・屈折(右・下り),車両相互,75歳以上,55～64歳以下,乗用車(普通車),乗用車(普通車),中央線(ペイント),34.69049694,135.1470019
兵庫,200,負傷,0,1,中央幹線,105,神戸市兵庫区,20240702,9 ,昼間_昼,火,曇,乾燥,交差点付近(その他),施設なし,直線(平坦),車両相互,55～64歳以下,35～44歳以下,乗用車(普通車),乗用車(軽自動車),中央分離帯,34.67305111,135.1646
兵庫,201,負傷,0,3,２号,105,神戸市兵庫区,20240629,3 ,夜間_夜,土,曇,乾燥,交差点付近(その他),施設なし,直線(平坦),車両相互,0～24歳以下,0～24歳以下,乗用車(軽自動車),乗用車(普通車),中央分離帯,34.67313194,135.1770489
兵庫,202,負傷,0,3,一般交通の場所,105,神戸市兵庫区,20240703,12 ,昼間_昼,水,晴,乾燥,一般交通の場所,施設なし,一般交通の場所,車両単独,55～64歳以下,不明・単独事故,乗用車(普通車),物件等,一般交通の場所,34.67787389,135.164845
兵庫,203,負傷,0,1,一般市道,105,神戸市兵庫区,20240703,14 ,昼間_昼,水,晴,乾燥,交差点(その他),施設なし,直線(平坦),車両相互,75歳以上,65～74歳以下,乗用車(普通車),軽車両(自転車),中央線(ペイント),34.67782,135.16433
兵庫,204,負傷,0,1,湊町線,105,神戸市兵庫区,20240704,10 ,昼間_昼,木,晴,乾燥,交差点(その他),点灯(３灯式),直線(平坦),車両相互,55～64歳以下,45～54歳以下,貨物車(普通車),軽車両(自転車),中央分離なし,34.67570306,135.1700569
兵庫,205,負傷,0,2,中央幹線,105,神戸市兵庫区,20240630,23 ,夜間_夜,日,雨,湿潤,交差点付近(その他),点灯(３灯式),直線(平坦),車両相互,35～44歳以下,25～34歳以下,乗用車(普通車),二輪車(軽二輪),中央分離帯,34.674845,135.1669589
兵庫,206,負傷,0,1,湊町線,105,神戸市兵庫区,20240705,13 ,昼間_昼,金,晴,乾燥,交差点付近(その他),点灯(３灯式),直線(平坦),車両相互,35～44歳以下,55～64歳以下,乗用車(普通車),二輪車(原付二種),中央分離帯,34.67725,135.1684789
